Genre,RecordOrigin,RecordCreationDate,RecordIdentifier,Roll
Chapter in book,u1imt6ni,2023-01-20,1729238,okänd
Article in journal,u1quqshw,2023-01-21,1729612,okänd
Article in journal,u1wdbont,2023-01-21,1729601,okänd
Manuscript (preprint),u1iu9qxs,2023-01-22,1729678,okänd
Article in journal,u19j6bgu,2023-01-23,1729893,okänd
Article in journal,u19j6bgu,2023-01-23,1729886,okänd
Article in journal,u196mf98,2023-01-23,1729970,okänd
Article in journal,u1x0nuwf,2023-01-23,1729754,okänd
Article in journal,u19j6bgu,2023-01-23,1730016,okänd
Article in journal,u19j6bgu,2023-01-23,1729890,okänd
Article in journal,u19j6bgu,2023-01-23,1729903,okänd
Article in journal,u19j6bgu,2023-01-23,1729924,okänd
Article in journal,u1tvcjo5,2023-01-23,1729942,okänd
Article in journal,u1wqrs7e,2023-01-24,1730231,KTHB
Article in journal,u1o2txrh,2023-01-24,1730407,KTHB
Article in journal,u19j6bgu,2023-01-24,1730473,okänd
Article in journal,u1coq1jm,2023-01-24,1730296,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730221,KTHB
Chapter in book,u1wqrs7e,2023-01-24,1730239,KTHB
Conference paper,u1655sb6,2023-01-24,1730313,okänd
Article in journal,u1o2txrh,2023-01-24,1730311,KTHB
Conference paper,u1655sb6,2023-01-24,1730314,okänd
Article in journal,u19j6bgu,2023-01-24,1730477,okänd
Article in journal,u1wqrs7e,2023-01-24,1730212,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730224,KTHB
Article in journal,u1coq1jm,2023-01-24,1730272,KTHB
Conference paper,u1wqrs7e,2023-01-24,1730202,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730220,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730216,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730207,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730269,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730274,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730229,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730279,KTHB
Article in journal,u1coq1jm,2023-01-24,1730291,KTHB
Article in journal,u1coq1jm,2023-01-24,1730285,KTHB
Article in journal,u1coq1jm,2023-01-24,1730283,KTHB
Article in journal,u1wqrs7e,2023-01-24,1730209,KTHB
Article in journal,u1coq1jm,2023-01-24,1730277,KTHB
Article in journal,u1coq1jm,2023-01-24,1730281,KTHB
Article in journal,u19j6bgu,2023-01-24,1730489,okänd
Article in journal,u1k941xp,2023-01-25,1730607,okänd
Article in journal,u1k941xp,2023-01-25,1730605,okänd
Article in journal,u1k941xp,2023-01-25,1730618,okänd
Article (book review),u1k941xp,2023-01-25,1730613,okänd
Article in journal,u1k941xp,2023-01-25,1730610,okänd
Article in journal,u1k941xp,2023-01-25,1730609,okänd
Article in journal,u1coq1jm,2023-01-25,1730630,KTHB
Article in journal,u1coq1jm,2023-01-25,1730732,KTHB
Article in journal,u1coq1jm,2023-01-25,1730716,KTHB
Article in journal,u1coq1jm,2023-01-25,1730724,KTHB
Article in journal,u108ibme,2023-01-25,1730671,okänd
Article in journal,u1coq1jm,2023-01-25,1730807,KTHB
Article in journal,u1coq1jm,2023-01-25,1730729,KTHB
Conference paper,u15c9pqg,2023-01-25,1730748,okänd
Chapter in book,u1k941xp,2023-01-25,1730625,okänd
Article in journal,u1coq1jm,2023-01-25,1730717,KTHB
Article in journal,u1coq1jm,2023-01-25,1730815,KTHB
Manuscript (preprint),u108ibme,2023-01-25,1730666,okänd
Article in journal,u1coq1jm,2023-01-25,1730811,KTHB
Article in journal,u1o2txrh,2023-01-26,1731306,KTHB
Article in journal,u1o2txrh,2023-01-26,1731281,KTHB
Article in journal,u1o2txrh,2023-01-26,1731275,KTHB
Article in journal,u1x5t81f,2023-01-26,1731267,okänd
Article in journal,u1o2txrh,2023-01-26,1731283,KTHB
Article in journal,u19j6bgu,2023-01-26,1731302,okänd
Article in journal,u1pgxhk8,2023-01-26,1731381,okänd
Article in journal,u19j6bgu,2023-01-26,1731318,okänd
Article in journal,u19j6bgu,2023-01-26,1731311,okänd
Article in journal,u1iq8nyf,2023-01-26,1731377,okänd
Article in journal,u1niocbs,2023-01-26,1731278,okänd
Article in journal,u1wqrs7e,2023-01-27,1731394,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731504,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731432,KTHB
Article in journal,u118kll4,2023-01-27,1731675,okänd
Article in journal,u1wqrs7e,2023-01-27,1731500,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731495,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731518,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731513,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731418,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731392,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731414,KTHB
Article (review/survey),u1wqrs7e,2023-01-27,1731423,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731420,KTHB
Conference paper,u1crqzwt,2023-01-27,1731488,okänd
Article in journal,u1wqrs7e,2023-01-27,1731391,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731416,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731503,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731514,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731426,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731515,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731498,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731429,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731520,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731519,KTHB
Article in journal,u1wqrs7e,2023-01-27,1731502,KTHB
Article in journal,u1lz09yo,2023-01-28,1731785,okänd
Article in journal,u1lz09yo,2023-01-28,1731786,okänd
Article in journal,u1lz09yo,2023-01-28,1731787,okänd
Article in journal,u1ej3qr8,2023-01-29,1731828,okänd
Article in journal,u1coq1jm,2023-01-30,1732043,KTHB
Conference paper,u1coq1jm,2023-01-30,1732060,KTHB
Conference paper,u1kp1jqn,2023-01-30,1732360,okänd
Article in journal,u1wqrs7e,2023-01-30,1731890,KTHB
Article in journal,u1wqrs7e,2023-01-30,1731900,KTHB
Article in journal,u1wqrs7e,2023-01-30,1731892,KTHB
Conference paper,u1coq1jm,2023-01-30,1732047,KTHB
Article (review/survey),u1wqrs7e,2023-01-30,1731894,KTHB
Article in journal,u1txpbvo,2023-01-30,1732306,okänd
Article in journal,u1wqrs7e,2023-01-30,1731896,KTHB
Article in journal,u1coq1jm,2023-01-30,1732054,KTHB
Article in journal,u1coq1jm,2023-01-30,1732059,KTHB
Article in journal,u1coq1jm,2023-01-31,1732500,KTHB
Article in journal,u1coq1jm,2023-01-31,1732482,KTHB
Article in journal,u1ymswuh,2023-01-31,1732548,KTHB
Article in journal,u1ymswuh,2023-01-31,1732558,KTHB
Article in journal,u1ymswuh,2023-01-31,1732550,KTHB
Article in journal,u1ymswuh,2023-01-31,1732547,KTHB
Article in journal,u1ymswuh,2023-01-31,1732544,KTHB
Conference paper,u1ymswuh,2023-01-31,1732553,KTHB
Conference paper,u1ymswuh,2023-01-31,1732707,KTHB
Article in journal,u13h9uqy,2023-01-31,1732721,KTHB
Article in journal,u1coq1jm,2023-01-31,1732413,KTHB
Article in journal,u1coq1jm,2023-01-31,1732493,KTHB
Article in journal,u1coq1jm,2023-01-31,1732484,KTHB
Conference paper,u12rc2ga,2023-02-01,1733085,okänd
Article in journal,u1coq1jm,2023-02-01,1733063,KTHB
Article in journal,u1coq1jm,2023-02-01,1733056,KTHB
Article in journal,u1coq1jm,2023-02-01,1732967,KTHB
Article in journal,u1coq1jm,2023-02-01,1733076,KTHB
Article in journal,u1coq1jm,2023-02-01,1732971,KTHB
Article in journal,u1coq1jm,2023-02-01,1733066,KTHB
Conference paper,u1bngz0a,2023-02-01,1733123,okänd
Chapter in book,u12rc2ga,2023-02-01,1733090,okänd
Article in journal,u1coq1jm,2023-02-01,1733161,KTHB
Article in journal,u1coq1jm,2023-02-01,1733073,KTHB
Article in journal,u1coq1jm,2023-02-01,1733074,KTHB
Article in journal,u1coq1jm,2023-02-01,1733065,KTHB
Article in journal,u1coq1jm,2023-02-01,1733057,KTHB
Article in journal,u1coq1jm,2023-02-01,1733005,KTHB
Article in journal,u1coq1jm,2023-02-01,1733053,KTHB
Article in journal,u1coq1jm,2023-02-01,1733044,KTHB
Article in journal,u1coq1jm,2023-02-01,1733049,KTHB
Conference paper,u1dqk0zu,2023-02-01,1733196,okänd
Article in journal,u1coq1jm,2023-02-01,1732970,KTHB
Article in journal,u1coq1jm,2023-02-01,1732990,KTHB
Conference paper,u1uawzfl,2023-02-02,1733566,okänd
Article in journal,u1fiady2,2023-02-02,1733389,okänd
Conference paper,u1uawzfl,2023-02-02,1733573,okänd
Article in journal,u1k941xp,2023-02-03,1733720,okänd
Chapter in book,u1k941xp,2023-02-03,1733725,okänd
Article in journal,u1k941xp,2023-02-03,1733721,okänd
Article in journal,u1k941xp,2023-02-05,1734064,okänd
Article in journal,u1coq1jm,2023-02-06,1734445,KTHB
Article in journal,u1coq1jm,2023-02-06,1734468,KTHB
Conference paper,u1coq1jm,2023-02-06,1734379,KTHB
Article in journal,u1coq1jm,2023-02-06,1734471,KTHB
Article in journal,u1coq1jm,2023-02-06,1734461,KTHB
Conference paper,u1coq1jm,2023-02-06,1734388,KTHB
Article in journal,u1coq1jm,2023-02-06,1734212,KTHB
Article in journal,u1coq1jm,2023-02-06,1734269,KTHB
Article in journal,u1coq1jm,2023-02-06,1734210,KTHB
Article in journal,u1coq1jm,2023-02-06,1734208,KTHB
Article in journal,u1coq1jm,2023-02-06,1734219,KTHB
Article in journal,u1coq1jm,2023-02-06,1734272,KTHB
Article in journal,u1coq1jm,2023-02-06,1734217,KTHB
Article in journal,u1coq1jm,2023-02-06,1734456,KTHB
Article in journal,u1coq1jm,2023-02-06,1734205,KTHB
Article in journal,u1dwveyt,2023-02-06,1734227,okänd
Article in journal,u1coq1jm,2023-02-07,1734944,KTHB
Conference paper,u1ymswuh,2023-02-07,1734866,KTHB
Article (review/survey),u1coq1jm,2023-02-07,1734928,KTHB
Article in journal,u1ymswuh,2023-02-07,1734868,KTHB
Article in journal,u155szv1,2023-02-07,1735117,okänd
Article in journal,u1coq1jm,2023-02-07,1734722,KTHB
Conference paper,u1coq1jm,2023-02-07,1734901,KTHB
Article in journal,u1ymswuh,2023-02-07,1734858,KTHB
Article in journal,u1coq1jm,2023-02-07,1734925,KTHB
Article in journal,u1coq1jm,2023-02-07,1734934,KTHB
Article in journal,u1coq1jm,2023-02-07,1734937,KTHB
Article in journal,u1coq1jm,2023-02-07,1734723,KTHB
Article in journal,u1coq1jm,2023-02-07,1734943,KTHB
Article in journal,u1coq1jm,2023-02-07,1734916,KTHB
Article in journal,u155szv1,2023-02-07,1735118,okänd
Article (review/survey),u1coq1jm,2023-02-07,1734932,KTHB
Conference paper,u1coq1jm,2023-02-07,1734895,KTHB
Conference paper,u1ymswuh,2023-02-07,1734857,KTHB
Article in journal,u1coq1jm,2023-02-07,1734906,KTHB
Article in journal,u1coq1jm,2023-02-07,1734910,KTHB
Article in journal,u155szv1,2023-02-07,1735119,okänd
Article in journal,u1ymswuh,2023-02-07,1734863,KTHB
Article in journal,u1coq1jm,2023-02-07,1734953,KTHB
Article in journal,u1ymswuh,2023-02-07,1734853,KTHB
Conference paper,u11ggbku,2023-02-08,1735531,okänd
Article (review/survey),u1coq1jm,2023-02-08,1735322,KTHB
Article in journal,u1coq1jm,2023-02-08,1735132,KTHB
Conference paper,u1coq1jm,2023-02-08,1735237,KTHB
Conference paper,u1coq1jm,2023-02-08,1735243,KTHB
Conference paper,u11ggbku,2023-02-08,1735529,okänd
Article (review/survey),u1coq1jm,2023-02-08,1735127,KTHB
Article in journal,u1coq1jm,2023-02-08,1735135,KTHB
Article in journal,u1coq1jm,2023-02-08,1735143,KTHB
Conference paper,u11ggbku,2023-02-08,1735534,okänd
Conference paper,u11ggbku,2023-02-08,1735532,okänd
Conference paper,u1coq1jm,2023-02-08,1735133,KTHB
Conference paper,u11ggbku,2023-02-08,1735527,okänd
Article in journal,u1coq1jm,2023-02-08,1735321,KTHB
Conference paper,u1coq1jm,2023-02-08,1735324,KTHB
Article in journal,u13h9uqy,2023-02-08,1735413,KTHB
Article in journal,u1coq1jm,2023-02-08,1735142,KTHB
Article (review/survey),u1coq1jm,2023-02-08,1735323,KTHB
Conference paper,u11ggbku,2023-02-08,1735530,okänd
Conference paper,u1x5a6j5,2023-02-08,1735465,okänd
Conference paper,u1coq1jm,2023-02-08,1735151,KTHB
Conference paper,u11ggbku,2023-02-08,1735528,okänd
Article in journal,u1coq1jm,2023-02-08,1735304,KTHB
Article (review/survey),u1coq1jm,2023-02-08,1735309,KTHB
Article in journal,u1coq1jm,2023-02-08,1735131,KTHB
Article in journal,u1coq1jm,2023-02-08,1735295,KTHB
Article in journal,u1coq1jm,2023-02-08,1735136,KTHB
Article in journal,u1coq1jm,2023-02-08,1735144,KTHB
Article in journal,u1coq1jm,2023-02-08,1735128,KTHB
Article in journal,u1coq1jm,2023-02-08,1735139,KTHB
Article in journal,u1coq1jm,2023-02-08,1735146,KTHB
Article in journal,u1coq1jm,2023-02-08,1735129,KTHB
Article in journal,u1coq1jm,2023-02-08,1735155,KTHB
Article in journal,u1coq1jm,2023-02-08,1735320,KTHB
Conference paper,u1i8jvxh,2023-02-08,1735153,KTHB
Article in journal,u11ggbku,2023-02-08,1735520,okänd
Article in journal,u1p0bf2w,2023-02-08,1735148,okänd
Article in journal,u15b0ika,2023-02-09,1735790,okänd
Conference paper,u15b0ika,2023-02-09,1735795,okänd
Conference paper,u15b0ika,2023-02-09,1735796,okänd
Conference paper,u15b0ika,2023-02-09,1735798,okänd
Conference paper,u15b0ika,2023-02-09,1735800,okänd
Article in journal,u15b0ika,2023-02-09,1735793,okänd
Article in journal,u15b0ika,2023-02-09,1735791,okänd
Article in journal,u15b0ika,2023-02-09,1735792,okänd
Article in journal,u1i8rqxy,2023-02-10,1736102,okänd
Article in journal,u1i8rqxy,2023-02-10,1736101,okänd
Conference paper,u1wqrs7e,2023-02-13,1736416,KTHB
Chapter in book,u1wqrs7e,2023-02-13,1736447,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736439,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736484,KTHB
Article in journal,u1ymswuh,2023-02-13,1736489,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736451,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736423,KTHB
Conference paper,u1wqrs7e,2023-02-13,1736477,KTHB
Conference paper,u1wqrs7e,2023-02-13,1736457,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736419,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736514,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736523,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736434,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736420,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736469,KTHB
Article in journal,u1ymswuh,2023-02-13,1736485,KTHB
Conference paper,u1wqrs7e,2023-02-13,1736466,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736428,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736516,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736490,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736492,KTHB
Article in journal,u1wqrs7e,2023-02-13,1736499,KTHB
Article in journal,u1ymswuh,2023-02-13,1736486,KTHB
Article in journal,u1z7ci36,2023-02-13,1736538,okänd
Article (review/survey),u1ymswuh,2023-02-13,1736493,KTHB
Article in journal,u1ymswuh,2023-02-13,1736482,KTHB
Article in journal,u1coq1jm,2023-02-14,1736624,KTHB
Article in journal,u1coq1jm,2023-02-14,1736620,KTHB
Article in journal,u1coq1jm,2023-02-14,1736618,KTHB
Article in journal,u1coq1jm,2023-02-14,1736622,KTHB
Article in journal,u1coq1jm,2023-02-14,1736733,KTHB
Conference paper,u1dfmuzo,2023-02-14,1736883,okänd
Conference paper,u1dfmuzo,2023-02-14,1736887,okänd
Article in journal,u1coq1jm,2023-02-14,1736614,KTHB
Article in journal,u1coq1jm,2023-02-14,1736737,KTHB
Conference proceedings (editor),u1dfmuzo,2023-02-14,1736886,okänd
Article in journal,u1coq1jm,2023-02-15,1736997,KTHB
Article in journal,u1coq1jm,2023-02-15,1736927,KTHB
Article in journal,u1coq1jm,2023-02-15,1736922,KTHB
Article in journal,u1coq1jm,2023-02-15,1736991,KTHB
Article in journal,u1coq1jm,2023-02-15,1736993,KTHB
Article in journal,u1yvm08u,2023-02-15,1736921,okänd
Article in journal,u1coq1jm,2023-02-15,1736995,KTHB
Article in journal,u1coq1jm,2023-02-15,1736932,KTHB
Article in journal,u1coq1jm,2023-02-15,1736920,KTHB
Article in journal,u1coq1jm,2023-02-15,1736925,KTHB
Article in journal,u1coq1jm,2023-02-15,1736914,KTHB
Article in journal,u1coq1jm,2023-02-15,1736989,KTHB
Article in journal,u1coq1jm,2023-02-15,1736917,KTHB
Article in journal,u1cp7puj,2023-02-15,1737022,okänd
Conference paper,u1ymswuh,2023-02-16,1737435,KTHB
Article in journal,u1ymswuh,2023-02-16,1737448,KTHB
Article in journal,u1ymswuh,2023-02-16,1737440,KTHB
Article in journal,u1dfmuzo,2023-02-16,1737522,okänd
Conference paper,u1px4vuh,2023-02-17,1737706,okänd
Article in journal,u1ewnbhf,2023-02-17,1737684,okänd
Article in journal,u1bpzf55,2023-02-20,1737937,okänd
Article in journal,u1coq1jm,2023-02-20,1737944,KTHB
Conference paper,u1coq1jm,2023-02-20,1737934,KTHB
Conference paper,u1coq1jm,2023-02-20,1737941,KTHB
Article in journal,u1coq1jm,2023-02-20,1737950,KTHB
Article in journal,u1coq1jm,2023-02-20,1737942,KTHB
Article in journal,u1coq1jm,2023-02-20,1737940,KTHB
Article in journal,u1coq1jm,2023-02-20,1737939,KTHB
Article in journal,u1bpzf55,2023-02-20,1737935,okänd
Article in journal,u1coq1jm,2023-02-20,1737936,KTHB
Chapter in book,u1dfmuzo,2023-02-21,1738443,okänd
Article in journal,u1s4onih,2023-02-21,1738224,okänd
Chapter in book,u1coq1jm,2023-02-21,1738205,KTHB
Article in journal,u1coq1jm,2023-02-21,1738295,KTHB
Article in journal,u1u7sc1j,2023-02-21,1738286,okänd
Article in journal,u1coq1jm,2023-02-21,1738227,KTHB
Article in journal,u1s4onih,2023-02-21,1738211,okänd
Article in journal,u1coq1jm,2023-02-22,1738541,KTHB
Conference paper,u1coq1jm,2023-02-22,1738518,KTHB
Article in journal,u1coq1jm,2023-02-22,1738528,KTHB
Conference paper,u1coq1jm,2023-02-22,1738473,KTHB
Article in journal,u1coq1jm,2023-02-22,1738525,KTHB
Conference paper,u1coq1jm,2023-02-22,1738475,KTHB
Article in journal,u1coq1jm,2023-02-22,1738519,KTHB
Article in journal,u1coq1jm,2023-02-22,1738467,KTHB
Article in journal,u1coq1jm,2023-02-22,1738522,KTHB
Article in journal,u1coq1jm,2023-02-22,1738477,KTHB
Article in journal,u18u3g0g,2023-02-22,1738460,okänd
Article in journal,u1coq1jm,2023-02-22,1738538,KTHB
Article in journal,u1coq1jm,2023-02-22,1738482,KTHB
Article in journal,u1coq1jm,2023-02-22,1738521,KTHB
Article in journal,u1coq1jm,2023-02-22,1738490,KTHB
Article in journal,u16py18r,2023-02-22,1738721,okänd
Article (review/survey),u1coq1jm,2023-02-22,1738534,KTHB
Article in journal,u1coq1jm,2023-02-22,1738524,KTHB
Article in journal,u1coq1jm,2023-02-22,1738478,KTHB
Article in journal,u1coq1jm,2023-02-22,1738520,KTHB
Chapter in book,u1wqrs7e,2023-02-23,1738843,KTHB
Article in journal,u1ylxie8,2023-02-23,1739138,okänd
Conference paper,u1kwscbi,2023-02-23,1738917,okänd
Article in journal,u1wqrs7e,2023-02-23,1738845,KTHB
Article in journal,u1farda5,2023-02-23,1739162,okänd
Article in journal,u1ymswuh,2023-02-23,1738862,KTHB
Article in journal,u1z7ci36,2023-02-23,1739117,okänd
Manuscript (preprint),u1cqka64,2023-02-23,1738912,admin
Article in journal,u10g5e2e,2023-02-23,1738855,okänd
Article in journal,u1uknj2c,2023-02-24,1739267,okänd
Article in journal,u1uknj2c,2023-02-24,1739270,okänd
Article in journal,u1uknj2c,2023-02-24,1739266,okänd
Article in journal,u10g5e2e,2023-02-24,1739253,okänd
Article in journal,u1edunwe,2023-02-24,1739316,KTHB
Manuscript (preprint),u1buhd34,2023-02-24,1739428,okänd
Conference paper,u1kf3g0h,2023-02-24,1739445,okänd
Article in journal,u1uknj2c,2023-02-24,1739260,okänd
Article in journal,u1farda5,2023-02-24,1739177,okänd
Article in journal,u1uknj2c,2023-02-24,1739262,okänd
Article in journal,u1kd2mni,2023-02-25,1739473,okänd
Article in journal,u1coq1jm,2023-02-27,1739675,KTHB
Conference paper,u1hdpf6u,2023-02-27,1739594,okänd
Article in journal,u1coq1jm,2023-02-27,1739681,KTHB
Article in journal,u1coq1jm,2023-02-27,1739628,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739661,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739621,KTHB
Conference paper,u1coq1jm,2023-02-27,1739772,KTHB
Article in journal,u1coq1jm,2023-02-27,1739623,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739659,KTHB
Article in journal,u1coq1jm,2023-02-27,1739656,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739609,KTHB
Article in journal,u1coq1jm,2023-02-27,1739753,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739674,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739663,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739647,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739611,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739676,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739677,KTHB
Conference paper,u1ymswuh,2023-02-27,1739608,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739607,KTHB
Article in journal,u1ymswuh,2023-02-27,1739726,KTHB
Conference paper,u1ymswuh,2023-02-27,1739720,KTHB
Article in journal,u1coq1jm,2023-02-27,1739636,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739637,KTHB
Article in journal,u1coq1jm,2023-02-27,1739770,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739665,KTHB
Article in journal,u1coq1jm,2023-02-27,1739639,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739778,KTHB
Article in journal,u1ymswuh,2023-02-27,1739581,KTHB
Article in journal,u1ymswuh,2023-02-27,1739610,KTHB
Article in journal,u1coq1jm,2023-02-27,1739652,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739777,KTHB
Conference paper,u1coq1jm,2023-02-27,1739766,KTHB
Article in journal,u1ymswuh,2023-02-27,1739717,KTHB
Article in journal,u1coq1jm,2023-02-27,1739729,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739620,KTHB
Article in journal,u1ymswuh,2023-02-27,1739687,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739672,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739658,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739662,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739671,KTHB
Article in journal,u1coq1jm,2023-02-27,1739631,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739602,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739774,KTHB
Article in journal,u1coq1jm,2023-02-27,1739764,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739768,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739664,KTHB
Conference paper,u1wqrs7e,2023-02-27,1739633,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739617,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739642,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739635,KTHB
Article in journal,u1ymswuh,2023-02-27,1739718,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739605,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739600,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739622,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739614,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739625,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739598,KTHB
Article in journal,u1ymswuh,2023-02-27,1739722,KTHB
Article in journal,u1coq1jm,2023-02-27,1739557,KTHB
Article in journal,u1coq1jm,2023-02-27,1739555,KTHB
Article (review/survey),u1wqrs7e,2023-02-27,1739629,KTHB
Article in journal,u1ymswuh,2023-02-27,1739728,KTHB
Article in journal,u1ymswuh,2023-02-27,1739613,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739618,KTHB
Article in journal,u1ymswuh,2023-02-27,1739678,KTHB
Article in journal,u1wqrs7e,2023-02-27,1739644,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740237,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740235,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740224,KTHB
Conference paper,u1coq1jm,2023-02-28,1740002,KTHB
Article in journal,u1coq1jm,2023-02-28,1739925,KTHB
Conference paper,u1coq1jm,2023-02-28,1739923,KTHB
Article in journal,u1coq1jm,2023-02-28,1739974,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740227,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740189,KTHB
Conference paper,u1coq1jm,2023-02-28,1739996,KTHB
Conference paper,u1coq1jm,2023-02-28,1740010,KTHB
Article in journal,u1coq1jm,2023-02-28,1740011,KTHB
Article in journal,u1coq1jm,2023-02-28,1739940,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740230,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740198,KTHB
Conference paper,u1wqrs7e,2023-02-28,1740184,KTHB
Conference paper,u1wqrs7e,2023-02-28,1740234,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740229,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740238,KTHB
Conference paper,u1coq1jm,2023-02-28,1740017,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740232,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740231,KTHB
Conference paper,u1coq1jm,2023-02-28,1740027,KTHB
Conference paper,u1coq1jm,2023-02-28,1740015,KTHB
Article in journal,u1wqrs7e,2023-02-28,1740185,KTHB
Article in journal,u1coq1jm,2023-02-28,1740005,KTHB
Article in journal,u1coq1jm,2023-02-28,1739968,KTHB
Article in journal,u1coq1jm,2023-02-28,1740021,KTHB
Article in journal,u1coq1jm,2023-02-28,1739994,KTHB
Article in journal,u1coq1jm,2023-02-28,1740023,KTHB
Article in journal,u1coq1jm,2023-02-28,1740004,KTHB
Article (review/survey),u1coq1jm,2023-03-01,1740369,KTHB
Article in journal,u1coq1jm,2023-03-01,1740361,KTHB
Article in journal,u1coq1jm,2023-03-01,1740335,KTHB
Article in journal,u1mdke9r,2023-03-01,1740688,okänd
Article in journal,u1coq1jm,2023-03-01,1740466,KTHB
Article in journal,u1coq1jm,2023-03-01,1740487,KTHB
Article in journal,u1coq1jm,2023-03-01,1740468,KTHB
Article in journal,u1coq1jm,2023-03-01,1740475,KTHB
Conference paper,u1coq1jm,2023-03-01,1740329,KTHB
Article in journal,u1coq1jm,2023-03-01,1740488,KTHB
Article in journal,u1coq1jm,2023-03-01,1740482,KTHB
Article in journal,u1coq1jm,2023-03-01,1740442,KTHB
Article in journal,u1coq1jm,2023-03-01,1740439,KTHB
